transaction_id,transaction_date,customer_segment,items,basket_size
T01172,2026-08-24,Premium,Bread|Cereal|Milk|Yogurt,4
T01173,2026-09-25,Regular,Biscuits|Coffee|Milk,3
T01174,2026-10-26,Value,Bread|Butter|Cereal|Coffee|Milk,5
T01175,2026-11-27,Value,Bread|Cereal|Cheese|Coffee|Milk|Pasta|Tomato Sauce,7
T01176,2026-12-28,Regular,Chicken|Chips|Pasta,3
T01177,2026-01-01,Value,Cereal|Milk|Pasta|Tea|Yogurt,5
T01178,2026-02-02,Premium,Bread|Butter,2
T01179,2026-03-03,Premium,Bread|Butter|Milk|Tomato Sauce,4
T01180,2026-04-04,Regular,Bread|Butter|Chips,3
T01181,2026-05-05,Regular,Bread|Butter|Pasta,3
T01182,2026-06-06,Premium,Butter|Cereal|Milk|Tea|Yogurt,5
T01183,2026-07-07,Regular,Bread|Butter|Eggs,3
T01184,2026-08-08,Regular,Biscuits|Coffee|Milk|Yogurt,4
T01185,2026-09-09,Premium,Cereal|Milk,2
T01186,2026-10-10,Value,Bread|Butter|Milk|Yogurt,4
T01187,2026-11-11,Value,Biscuits|Cereal|Coffee|Milk,4
T01188,2026-12-12,Premium,Bread|Butter,2
T01189,2026-01-13,Value,Bread|Butter|Milk|Pasta,4
T01190,2026-02-14,Premium,Cereal|Milk,2
T01191,2026-03-15,Value,Biscuits|Bread|Coffee|Milk,4
T01192,2026-04-16,Regular,Bread|Butter|Milk,3
T01193,2026-05-17,Regular,Cheese|Pasta|Tomato Sauce|Yogurt,4
T01194,2026-06-18,Regular,Bread|Butter|Chicken|Pasta,4
T01195,2026-07-19,Premium,Biscuits|Bread|Butter|Coffee|Eggs,5
T01196,2026-08-20,Regular,Biscuits|Coffee|Milk,3
T01197,2026-09-21,Value,Milk|Pasta|Tomato Sauce,3
T01198,2026-10-22,Regular,Biscuits|Coffee|Milk,3
T01199,2026-11-23,Premium,Bread|Butter|Chips|Milk,4
T01200,2026-12-24,Value,Bread|Butter,2
T01201,2026-01-25,Premium,Biscuits|Bread|Cereal|Chicken|Coffee|Milk,6
T01202,2026-02-26,Regular,Butter|Cheese|Chips|Pasta|Tomato Sauce,5
T01203,2026-03-27,Regular,Butter|Cheese|Pasta|Tomato Sauce,4
T01204,2026-04-28,Value,Butter|Chicken|Pasta|Tomato Sauce,4
T01205,2026-05-01,Premium,Biscuits|Coffee|Eggs,3
T01206,2026-06-02,Regular,Biscuits|Chicken|Coffee|Juice|Milk|Yogurt,6
T01207,2026-07-03,Regular,Butter|Chicken|Pasta,3
T01208,2026-08-04,Value,Chicken|Pasta,2
T01209,2026-09-05,Regular,Milk|Pasta|Tomato Sauce,3
T01210,2026-10-06,Premium,Biscuits|Cheese|Coffee|Milk,4
T01211,2026-11-07,Value,Biscuits|Coffee,2
T01212,2026-12-08,Premium,Cereal|Chips|Milk,3
T01213,2026-01-09,Regular,Bread|Butter|Milk,3
T01214,2026-02-10,Regular,Biscuits|Bread|Coffee|Milk|Tomato Sauce,5
T01215,2026-03-11,Premium,Pasta|Tomato Sauce,2
T01216,2026-04-12,Premium,Biscuits|Cereal|Chicken|Milk,4
T01217,2026-05-13,Premium,Cheese|Milk|Pasta|Tomato Sauce,4
T01218,2026-06-14,Regular,Bread|Butter|Coffee|Milk,4
T01219,2026-07-15,Regular,Bread|Butter|Coffee|Milk|Tea,5
T01220,2026-08-16,Value,Cereal|Milk|Yogurt,3
T01221,2026-09-17,Value,Cheese|Milk|Pasta|Tomato Sauce,4
T01222,2026-10-18,Premium,Biscuits|Coffee|Milk|Pasta,4
T01223,2026-11-19,Premium,Cheese|Pasta|Tomato Sauce,3
T01224,2026-12-20,Value,Bread|Butter|Milk,3
T01225,2026-01-21,Regular,Biscuits|Cheese|Chips|Coffee|Pasta|Tomato Sauce,6
T01226,2026-02-22,Premium,Bread|Butter|Eggs|Milk,4
T01227,2026-03-23,Value,Biscuits|Pasta|Tomato Sauce,3
T01228,2026-04-24,Value,Bread|Butter|Chicken|Eggs|Milk,5
T01229,2026-05-25,Value,Bread|Butter,2
T01230,2026-06-26,Regular,Chicken|Pasta|Tea|Tomato Sauce,4
T01231,2026-07-27,Premium,Cereal|Cheese|Milk|Pasta,4
T01232,2026-08-28,Value,Bread|Butter|Cheese|Milk,4
T01233,2026-09-01,Value,Cereal|Milk,2
T01234,2026-10-02,Value,Biscuits|Coffee|Milk,3
T01235,2026-11-03,Value,Cheese|Chips|Coffee|Pasta|Tea|Tomato Sauce,6
T01236,2026-12-04,Premium,Bread|Butter|Cheese|Chicken|Eggs|Milk,6
T01237,2026-01-05,Value,Pasta|Tomato Sauce,2
T01238,2026-02-06,Premium,Biscuits|Chips|Coffee|Eggs,4
T01239,2026-03-07,Value,Bread|Butter|Chips|Tomato Sauce,4
T01240,2026-04-08,Regular,Bread|Cheese|Chips|Pasta|Tomato Sauce,5
T01241,2026-05-09,Value,Bread|Butter|Milk,3
T01242,2026-06-10,Value,Butter|Cheese|Pasta|Tomato Sauce,4
T01243,2026-07-11,Regular,Butter|Cereal|Milk|Yogurt,4
T01244,2026-08-12,Value,Bread|Butter|Juice,3
T01245,2026-09-13,Value,Cereal|Milk,2
T01246,2026-10-14,Premium,Bread|Butter|Milk|Tea,4
T01247,2026-11-15,Value,Biscuits|Chips|Milk|Pasta|Tomato Sauce,5
T01248,2026-12-16,Premium,Bread|Butter,2
T01249,2026-01-17,Premium,Bread|Butter|Milk,3
T01250,2026-02-18,Premium,Bread|Butter|Chicken|Eggs|Juice|Milk,6
T01251,2026-03-19,Regular,Bread|Butter|Milk|Tea,4
T01252,2026-04-20,Premium,Biscuits|Cereal|Coffee|Milk,4
T01253,2026-05-21,Regular,Bread|Butter|Milk|Pasta,4
T01254,2026-06-22,Value,Bread|Cereal|Milk,3
T01255,2026-07-23,Value,Cheese|Coffee|Eggs|Juice|Pasta|Tomato Sauce,6
T01256,2026-08-24,Value,Bread|Butter|Cereal|Milk,4
T01257,2026-09-25,Premium,Bread|Cereal|Milk|Yogurt,4
T01258,2026-10-26,Regular,Cheese|Juice|Pasta|Tomato Sauce,4
T01259,2026-11-27,Value,Bread|Cheese|Pasta|Tomato Sauce,4
T01260,2026-12-28,Premium,Biscuits|Bread|Butter|Cereal|Milk,5
T01261,2026-01-01,Premium,Biscuits|Butter|Coffee|Milk,4
T01262,2026-02-02,Premium,Bread|Cereal|Milk,3
T01263,2026-03-03,Value,Biscuits|Coffee|Eggs|Milk,4
T01264,2026-04-04,Premium,Biscuits|Coffee,2
T01265,2026-05-05,Regular,Biscuits|Coffee|Milk,3
T01266,2026-06-06,Premium,Bread|Butter,2
T01267,2026-07-07,Regular,Cheese|Pasta|Tomato Sauce,3
T01268,2026-08-08,Premium,Biscuits|Bread|Coffee|Milk,4
T01269,2026-09-09,Value,Biscuits|Bread|Butter|Cereal|Tomato Sauce,5
T01270,2026-10-10,Value,Chips|Juice|Milk|Pasta|Tomato Sauce,5
T01271,2026-11-11,Value,Chicken|Pasta|Tomato Sauce,3
T01272,2026-12-12,Premium,Cheese|Pasta|Tomato Sauce,3
T01273,2026-01-13,Value,Cheese|Eggs|Pasta|Tomato Sauce|Yogurt,5
T01274,2026-02-14,Premium,Bread|Chicken|Pasta|Tomato Sauce,4
T01275,2026-03-15,Regular,Cereal|Chips|Milk|Tea|Yogurt,5
T01276,2026-04-16,Value,Biscuits|Chips|Coffee|Milk,4
T01277,2026-05-17,Premium,Chips|Pasta|Tomato Sauce,3
T01278,2026-06-18,Premium,Bread|Cheese|Pasta|Tomato Sauce,4
T01279,2026-07-19,Value,Biscuits|Bread|Butter|Juice|Pasta,5
T01280,2026-08-20,Premium,Cheese|Eggs|Pasta|Tomato Sauce,4
T01281,2026-09-21,Regular,Cheese|Chicken|Chips|Pasta|Tea,5
T01282,2026-10-22,Regular,Bread|Butter|Milk,3
T01283,2026-11-23,Value,Bread|Cheese|Pasta|Tomato Sauce,4
T01284,2026-12-24,Value,Biscuits|Coffee|Milk,3
T01285,2026-01-25,Value,Bread|Butter|Milk,3
T01286,2026-02-26,Value,Bread|Cereal|Chicken|Milk,4
T01287,2026-03-27,Premium,Bread|Butter|Milk,3
T01288,2026-04-28,Premium,Biscuits|Cereal|Coffee|Milk,4
T01289,2026-05-01,Regular,Pasta|Tomato Sauce,2
T01290,2026-06-02,Regular,Biscuits|Bread|Cheese|Coffee|Milk,5
T01291,2026-07-03,Premium,Biscuits|Cheese|Chicken|Coffee|Juice|Pasta|Tomato Sauce,7
T01292,2026-08-04,Premium,Bread|Butter|Pasta,3
T01293,2026-09-05,Premium,Biscuits|Coffee|Eggs,3
T01294,2026-10-06,Premium,Biscuits|Bread|Butter|Coffee|Milk,5
T01295,2026-11-07,Regular,Chicken|Coffee|Pasta|Tomato Sauce,4
T01296,2026-12-08,Regular,Cereal|Cheese|Milk|Yogurt,4
T01297,2026-01-09,Premium,Biscuits|Coffee|Milk|Tea,4
T01298,2026-02-10,Regular,Bread|Butter,2
T01299,2026-03-11,Premium,Biscuits|Chicken|Chips|Coffee,4
T01300,2026-04-12,Premium,Bread|Butter|Milk|Yogurt,4
T01301,2026-05-13,Value,Bread|Butter|Milk|Pasta|Tea,5
T01302,2026-06-14,Regular,Bread|Butter,2
T01303,2026-07-15,Regular,Bread|Butter,2
T01304,2026-08-16,Value,Cheese|Pasta|Tomato Sauce,3
T01305,2026-09-17,Regular,Biscuits|Cheese|Coffee,3
T01306,2026-10-18,Premium,Biscuits|Butter|Cereal|Milk|Pasta|Tea,6
T01307,2026-11-19,Value,Cheese|Eggs|Milk|Pasta|Tomato Sauce,5
T01308,2026-12-20,Value,Cheese|Chicken|Pasta|Tomato Sauce,4
T01309,2026-01-21,Premium,Biscuits|Bread|Cereal|Coffee|Milk|Tea,6
T01310,2026-02-22,Premium,Biscuits|Coffee|Milk|Tea,4
T01311,2026-03-23,Regular,Cereal|Chicken|Chips|Juice|Pasta,5
T01312,2026-04-24,Premium,Bread|Butter|Milk|Yogurt,4
T01313,2026-05-25,Value,Biscuits|Chips|Coffee|Milk|Pasta,5
T01314,2026-06-26,Premium,Cheese|Pasta|Tomato Sauce,3
T01315,2026-07-27,Regular,Bread|Butter|Milk,3
T01316,2026-08-28,Value,Bread|Cereal|Chicken|Milk,4
T01317,2026-09-01,Value,Biscuits|Chicken|Pasta|Tomato Sauce|Yogurt,5
T01318,2026-10-02,Regular,Bread|Milk|Pasta|Tomato Sauce,4
T01319,2026-11-03,Value,Chicken|Eggs|Milk|Pasta|Tomato Sauce,5
T01320,2026-12-04,Value,Bread|Butter|Milk,3
T01321,2026-01-05,Regular,Chicken|Pasta,2
T01322,2026-02-06,Regular,Cheese|Pasta|Tomato Sauce,3
T01323,2026-03-07,Premium,Biscuits|Chicken|Coffee|Juice|Milk,5
T01324,2026-04-08,Value,Biscuits|Bread|Coffee|Eggs|Pasta|Tomato Sauce,6
T01325,2026-05-09,Value,Biscuits|Chicken|Coffee|Milk,4
T01326,2026-06-10,Premium,Bread|Butter|Cheese|Pasta|Tomato Sauce|Yogurt,6
T01327,2026-07-11,Regular,Bread|Cereal|Juice|Milk|Yogurt,5
T01328,2026-08-12,Premium,Cereal|Milk|Yogurt,3
T01329,2026-09-13,Premium,Bread|Butter|Cheese|Chicken|Coffee|Juice|Milk,7
T01330,2026-10-14,Premium,Bread|Cereal|Chips|Eggs|Milk|Tomato Sauce|Yogurt,7
T01331,2026-11-15,Regular,Cheese|Pasta|Tomato Sauce,3
T01332,2026-12-16,Regular,Bread|Butter|Chips|Coffee|Eggs|Milk,6
T01333,2026-01-17,Value,Bread|Cereal|Milk,3
T01334,2026-02-18,Value,Bread|Butter|Coffee,3
T01335,2026-03-19,Value,Biscuits|Bread|Butter|Juice|Milk|Tea,6
T01336,2026-04-20,Premium,Cheese|Pasta|Tomato Sauce,3
T01337,2026-05-21,Regular,Chicken|Coffee|Pasta,3
T01338,2026-06-22,Premium,Bread|Butter,2
T01339,2026-07-23,Value,Bread|Butter|Pasta,3
T01340,2026-08-24,Value,Bread|Butter|Cheese|Chips|Coffee,5
T01341,2026-09-25,Regular,Cheese|Juice|Pasta|Tomato Sauce|Yogurt,5
T01342,2026-10-26,Value,Bread|Butter|Milk|Pasta,4
T01343,2026-11-27,Premium,Biscuits|Bread|Cereal|Juice|Milk|Yogurt,6
T01344,2026-12-28,Value,Biscuits|Butter|Coffee|Milk,4
T01345,2026-01-01,Regular,Cheese|Milk|Pasta|Tomato Sauce,4
T01346,2026-02-02,Regular,Biscuits|Bread|Coffee|Milk,4
T01347,2026-03-03,Value,Biscuits|Coffee|Milk,3
T01348,2026-04-04,Regular,Bread|Butter|Eggs|Milk,4
T01349,2026-05-05,Premium,Biscuits|Coffee|Eggs|Milk,4
T01350,2026-06-06,Premium,Bread|Butter|Coffee|Milk,4
T01351,2026-07-07,Premium,Bread|Butter,2
T01352,2026-08-08,Value,Chips|Pasta|Tea|Tomato Sauce,4
T01353,2026-09-09,Regular,Biscuits|Chips|Coffee|Milk,4
T01354,2026-10-10,Regular,Biscuits|Butter|Coffee,3
T01355,2026-11-11,Premium,Bread|Butter|Milk,3
T01356,2026-12-12,Value,Cereal|Milk|Yogurt,3
T01357,2026-01-13,Premium,Biscuits|Chicken|Eggs|Pasta,4
T01358,2026-02-14,Regular,Bread|Butter,2
T01359,2026-03-15,Regular,Bread|Butter|Chips|Milk,4
T01360,2026-04-16,Regular,Bread|Butter|Cereal|Tea|Tomato Sauce,5
T01361,2026-05-17,Regular,Cheese|Pasta|Tomato Sauce,3
T01362,2026-06-18,Value,Biscuits|Butter|Coffee|Milk,4
T01363,2026-07-19,Regular,Bread|Butter|Eggs|Milk,4
T01364,2026-08-20,Regular,Bread|Butter|Coffee|Milk,4
T01365,2026-09-21,Regular,Biscuits|Chicken|Pasta|Tomato Sauce,4
T01366,2026-10-22,Premium,Biscuits|Cereal|Cheese|Milk|Yogurt,5
T01367,2026-11-23,Value,Bread|Butter|Cereal|Milk|Tea,5
T01368,2026-12-24,Regular,Biscuits|Coffee|Milk,3
T01369,2026-01-25,Regular,Biscuits|Coffee,2
T01370,2026-02-26,Regular,Pasta|Tomato Sauce|Yogurt,3
T01371,2026-03-27,Regular,Biscuits|Coffee|Milk|Tea,4
T01372,2026-04-28,Value,Biscuits|Bread|Cheese|Coffee|Pasta|Tomato Sauce,6
T01373,2026-05-01,Premium,Cereal|Eggs|Milk,3
T01374,2026-06-02,Value,Cereal|Chicken|Coffee|Milk|Pasta|Tomato Sauce,6
T01375,2026-07-03,Premium,Bread|Butter|Eggs|Milk|Tomato Sauce,5
T01376,2026-08-04,Value,Bread|Butter|Cheese|Milk,4
T01377,2026-09-05,Premium,Chicken|Chips|Milk|Pasta|Tomato Sauce,5
T01378,2026-10-06,Regular,Bread|Butter,2
T01379,2026-11-07,Regular,Cheese|Chicken|Pasta,3
T01380,2026-12-08,Value,Bread|Cheese|Pasta|Tomato Sauce,4
T01381,2026-01-09,Value,Bread|Butter,2
T01382,2026-02-10,Value,Butter|Cheese|Pasta|Tomato Sauce|Yogurt,5
T01383,2026-03-11,Premium,Bread|Butter|Juice|Milk,4
T01384,2026-04-12,Value,Bread|Butter,2
T01385,2026-05-13,Value,Cereal|Chicken|Eggs|Pasta,4
T01386,2026-06-14,Value,Chicken|Chips|Milk|Pasta,4
T01387,2026-07-15,Regular,Biscuits|Chips|Coffee|Milk|Tomato Sauce,5
T01388,2026-08-16,Regular,Bread|Butter|Milk|Yogurt,4
T01389,2026-09-17,Value,Bread|Butter|Chips|Coffee|Eggs|Pasta,6
T01390,2026-10-18,Regular,Bread|Butter|Coffee,3
T01391,2026-11-19,Regular,Chicken|Milk|Pasta|Tea|Tomato Sauce,5
T01392,2026-12-20,Value,Biscuits|Bread|Coffee|Milk,4
T01393,2026-01-21,Premium,Bread|Cereal|Chips|Milk|Yogurt,5
T01394,2026-02-22,Regular,Biscuits|Bread|Butter|Milk,4
T01395,2026-03-23,Regular,Biscuits|Cheese|Coffee|Milk|Yogurt,5
T01396,2026-04-24,Premium,Bread|Butter|Eggs|Milk|Tea,5
T01397,2026-05-25,Regular,Bread|Butter|Milk|Tomato Sauce,4
T01398,2026-06-26,Value,Biscuits|Chicken|Pasta|Tomato Sauce|Yogurt,5
T01399,2026-07-27,Regular,Chips|Pasta|Tomato Sauce|Yogurt,4
T01400,2026-08-28,Premium,Chicken|Pasta|Tomato Sauce,3
T01401,2026-09-01,Premium,Biscuits|Bread|Cheese|Pasta|Tomato Sauce,5
T01402,2026-10-02,Value,Biscuits|Bread|Butter|Milk|Pasta|Yogurt,6
T01403,2026-11-03,Premium,Biscuits|Chicken|Coffee,3
T01404,2026-12-04,Regular,Bread|Butter,2
T01405,2026-01-05,Value,Biscuits|Coffee|Tea,3
T01406,2026-02-06,Regular,Pasta|Tomato Sauce,2
T01407,2026-03-07,Regular,Chicken|Chips|Pasta|Tomato Sauce,4
T01408,2026-04-08,Regular,Biscuits|Coffee|Milk,3
T01409,2026-05-09,Premium,Cheese|Pasta|Tomato Sauce,3
T01410,2026-06-10,Regular,Pasta|Tomato Sauce,2
T01411,2026-07-11,Value,Cereal|Chicken|Pasta,3
T01412,2026-08-12,Regular,Bread|Cheese|Milk|Pasta|Tomato Sauce,5
T01413,2026-09-13,Premium,Cheese|Pasta|Tomato Sauce,3
T01414,2026-10-14,Regular,Biscuits|Bread|Butter|Coffee|Milk,5
T01415,2026-11-15,Value,Biscuits|Cereal|Coffee|Tomato Sauce,4
T01416,2026-12-16,Value,Cereal|Chicken|Milk|Tea,4
T01417,2026-01-17,Premium,Butter|Cereal|Pasta|Tomato Sauce,4
T01418,2026-02-18,Regular,Juice|Pasta|Tomato Sauce,3
T01419,2026-03-19,Value,Cheese|Chicken|Chips|Pasta|Tomato Sauce,5
T01420,2026-04-20,Value,Bread|Cheese|Juice|Pasta|Tomato Sauce,5
T01421,2026-05-21,Value,Biscuits|Cheese|Coffee,3
T01422,2026-06-22,Premium,Biscuits|Coffee|Milk,3
T01423,2026-07-23,Value,Chicken|Pasta|Tomato Sauce,3
T01424,2026-08-24,Value,Bread|Butter|Juice|Milk,4
T01425,2026-09-25,Regular,Bread|Butter|Eggs|Milk|Tea,5
T01426,2026-10-26,Value,Bread|Butter|Cheese|Chips,4
T01427,2026-11-27,Premium,Biscuits|Chicken|Eggs|Milk|Pasta|Tomato Sauce,6
T01428,2026-12-28,Premium,Cereal|Chips|Juice|Milk|Yogurt,5
T01429,2026-01-01,Premium,Bread|Cheese|Pasta|Tomato Sauce,4
T01430,2026-02-02,Regular,Cereal|Chicken|Eggs|Milk|Yogurt,5
T01431,2026-03-03,Value,Biscuits|Coffee|Milk,3
T01432,2026-04-04,Premium,Biscuits|Cereal|Milk|Pasta,4
T01433,2026-05-05,Value,Cereal|Coffee|Juice|Milk|Yogurt,5
T01434,2026-06-06,Premium,Biscuits|Cereal|Milk,3
T01435,2026-07-07,Regular,Bread|Butter|Milk|Pasta,4
T01436,2026-08-08,Premium,Biscuits|Coffee|Juice,3
T01437,2026-09-09,Premium,Chicken|Pasta|Tomato Sauce,3
T01438,2026-10-10,Regular,Biscuits|Bread|Coffee|Milk,4
T01439,2026-11-11,Premium,Bread|Butter|Milk,3
T01440,2026-12-12,Value,Bread|Butter|Milk,3
T01441,2026-01-13,Premium,Biscuits|Bread|Cheese|Coffee|Milk|Pasta,6
T01442,2026-02-14,Regular,Bread|Butter|Milk,3
T01443,2026-03-15,Value,Bread|Butter|Milk|Yogurt,4
T01444,2026-04-16,Premium,Biscuits|Coffee|Milk|Tomato Sauce,4
T01445,2026-05-17,Value,Biscuits|Coffee|Milk,3
T01446,2026-06-18,Premium,Eggs|Pasta|Tomato Sauce,3
T01447,2026-07-19,Regular,Bread|Butter|Cereal|Coffee|Eggs|Milk,6
T01448,2026-08-20,Premium,Bread|Butter|Juice|Milk,4
T01449,2026-09-21,Regular,Bread|Pasta|Tomato Sauce,3
T01450,2026-10-22,Regular,Bread|Butter,2
T01451,2026-11-23,Regular,Biscuits|Bread|Butter,3
T01452,2026-12-24,Value,Bread|Butter|Chips|Milk|Tea,5
T01453,2026-01-25,Premium,Bread|Butter|Milk,3
T01454,2026-02-26,Regular,Chicken|Juice|Pasta|Tomato Sauce,4
T01455,2026-03-27,Premium,Butter|Cereal|Cheese|Coffee|Pasta|Tea|Tomato Sauce,7
T01456,2026-04-28,Value,Bread|Cereal|Eggs|Milk|Yogurt,5
T01457,2026-05-01,Regular,Biscuits|Bread|Butter|Milk|Yogurt,5
T01458,2026-06-02,Regular,Cereal|Milk|Tomato Sauce,3
T01459,2026-07-03,Regular,Bread|Butter,2
T01460,2026-08-04,Premium,Biscuits|Bread|Butter|Chicken|Milk|Tea|Tomato Sauce,7
T01461,2026-09-05,Regular,Bread|Cereal|Cheese|Milk,4
T01462,2026-10-06,Regular,Cereal|Milk|Pasta|Yogurt,4
T01463,2026-11-07,Value,Biscuits|Bread|Butter|Milk,4
T01464,2026-12-08,Regular,Chicken|Pasta,2
T01465,2026-01-09,Regular,Bread|Butter|Milk|Pasta|Tea|Tomato Sauce,6
T01466,2026-02-10,Value,Bread|Butter|Chicken|Chips|Milk,5
T01467,2026-03-11,Regular,Bread|Butter|Chips|Milk,4
T01468,2026-04-12,Premium,Butter|Cereal|Chicken|Milk,4
T01469,2026-05-13,Regular,Cheese|Pasta|Tomato Sauce,3
T01470,2026-06-14,Regular,Cheese|Pasta|Tomato Sauce,3
T01471,2026-07-15,Regular,Biscuits|Bread|Chicken|Coffee|Milk|Pasta,6
T01472,2026-08-16,Regular,Chicken|Pasta|Tomato Sauce,3
T01473,2026-09-17,Value,Bread|Butter|Chicken|Milk,4
T01474,2026-10-18,Regular,Biscuits|Cereal|Cheese|Milk,4
T01475,2026-11-19,Regular,Biscuits|Cereal|Cheese|Chips|Milk|Yogurt,6
T01476,2026-12-20,Value,Biscuits|Chicken|Coffee,3
T01477,2026-01-21,Regular,Biscuits|Chicken|Pasta|Tomato Sauce,4
T01478,2026-02-22,Regular,Cheese|Pasta|Tomato Sauce,3
T01479,2026-03-23,Premium,Biscuits|Bread|Chips|Coffee|Eggs|Milk|Tomato Sauce,7
T01480,2026-04-24,Premium,Biscuits|Coffee|Juice|Milk|Tomato Sauce,5
T01481,2026-05-25,Premium,Biscuits|Coffee|Milk,3
T01482,2026-06-26,Value,Biscuits|Coffee|Milk,3
T01483,2026-07-27,Regular,Biscuits|Coffee|Milk,3
T01484,2026-08-28,Premium,Bread|Chicken|Chips|Pasta|Tomato Sauce,5
T01485,2026-09-01,Value,Biscuits|Bread|Butter,3
T01486,2026-10-02,Value,Biscuits|Coffee|Milk,3
T01487,2026-11-03,Value,Bread|Butter|Milk|Tea,4
T01488,2026-12-04,Premium,Butter|Cheese|Chicken|Pasta|Tomato Sauce,5
T01489,2026-01-05,Regular,Cheese|Juice|Milk|Pasta|Tomato Sauce,5
T01490,2026-02-06,Value,Bread|Cheese|Pasta|Tomato Sauce,4
T01491,2026-03-07,Premium,Cereal|Chicken|Milk|Pasta,4
T01492,2026-04-08,Value,Butter|Chicken|Eggs|Pasta|Tomato Sauce,5
T01493,2026-05-09,Regular,Biscuits|Coffee,2
T01494,2026-06-10,Value,Biscuits|Coffee|Juice,3
T01495,2026-07-11,Value,Cereal|Cheese|Eggs|Pasta|Tomato Sauce,5
T01496,2026-08-12,Regular,Bread|Butter|Milk|Tea,4
T01497,2026-09-13,Regular,Bread|Butter|Eggs|Milk,4
T01498,2026-10-14,Regular,Bread|Butter|Milk,3
T01499,2026-11-15,Regular,Bread|Butter,2
T01500,2026-12-16,Value,Bread|Butter|Tea,3
T01501,2026-01-17,Value,Cheese|Pasta|Tomato Sauce,3
T01502,2026-02-18,Value,Biscuits|Chips|Coffee|Eggs,4
T01503,2026-03-19,Value,Biscuits|Butter|Chips|Coffee|Eggs|Milk,6
T01504,2026-04-20,Premium,Biscuits|Bread|Butter|Coffee,4
T01505,2026-05-21,Premium,Cheese|Chips|Pasta|Tomato Sauce,4
T01506,2026-06-22,Value,Bread|Butter|Pasta,3
T01507,2026-07-23,Premium,Biscuits|Chicken|Pasta|Tomato Sauce,4
T01508,2026-08-24,Value,Biscuits|Bread|Chicken|Pasta|Tomato Sauce,5
T01509,2026-09-25,Regular,Bread|Chicken|Pasta,3
T01510,2026-10-26,Value,Cereal|Chips|Milk|Yogurt,4
T01511,2026-11-27,Regular,Biscuits|Bread|Chips|Coffee|Milk|Tomato Sauce,6
T01512,2026-12-28,Regular,Butter|Cereal|Juice|Milk|Yogurt,5
T01513,2026-01-01,Value,Cheese|Pasta|Tomato Sauce,3
T01514,2026-02-02,Premium,Cereal|Milk,2
T01515,2026-03-03,Premium,Bread|Butter,2
T01516,2026-04-04,Value,Cheese|Chips|Pasta|Tomato Sauce,4
T01517,2026-05-05,Value,Cereal|Eggs|Milk|Yogurt,4
T01518,2026-06-06,Premium,Bread|Butter|Eggs|Milk,4
T01519,2026-07-07,Value,Cereal|Juice|Milk,3
T01520,2026-08-08,Premium,Biscuits|Bread|Coffee|Milk,4
T01521,2026-09-09,Regular,Biscuits|Coffee|Eggs|Milk|Yogurt,5
T01522,2026-10-10,Value,Milk|Pasta|Tomato Sauce|Yogurt,4
T01523,2026-11-11,Regular,Cereal|Cheese|Juice|Milk,4
T01524,2026-12-12,Value,Bread|Chicken|Pasta|Tea|Tomato Sauce,5
T01525,2026-01-13,Value,Biscuits|Cereal|Milk,3
T01526,2026-02-14,Premium,Bread|Chicken|Coffee|Juice|Pasta,5
T01527,2026-03-15,Value,Bread|Butter|Chicken|Coffee|Eggs|Milk,6
T01528,2026-04-16,Value,Bread|Butter,2
T01529,2026-05-17,Premium,Bread|Butter,2
T01530,2026-06-18,Value,Pasta|Tomato Sauce|Yogurt,3
T01531,2026-07-19,Premium,Bread|Butter|Milk,3
T01532,2026-08-20,Value,Cheese|Eggs|Pasta|Tea|Tomato Sauce,5
T01533,2026-09-21,Value,Bread|Butter|Chips,3
T01534,2026-10-22,Premium,Cereal|Chicken|Coffee|Pasta|Tomato Sauce,5
T01535,2026-11-23,Value,Bread|Butter|Tomato Sauce,3
T01536,2026-12-24,Regular,Butter|Cereal|Chicken|Milk,4
T01537,2026-01-25,Regular,Cheese|Pasta|Tomato Sauce,3
T01538,2026-02-26,Premium,Biscuits|Cereal|Coffee|Eggs|Milk|Yogurt,6
T01539,2026-03-27,Value,Biscuits|Coffee|Milk,3
T01540,2026-04-28,Premium,Bread|Butter|Coffee|Milk,4
T01541,2026-05-01,Regular,Biscuits|Coffee|Tomato Sauce,3
T01542,2026-06-02,Premium,Eggs|Milk|Pasta|Tomato Sauce,4
T01543,2026-07-03,Regular,Biscuits|Bread|Butter|Chips|Eggs|Milk,6
T01544,2026-08-04,Premium,Biscuits|Coffee|Eggs|Milk,4
T01545,2026-09-05,Regular,Bread|Butter|Tomato Sauce,3
T01546,2026-10-06,Value,Cereal|Eggs|Milk,3
T01547,2026-11-07,Regular,Pasta|Tomato Sauce,2
T01548,2026-12-08,Premium,Chicken|Milk|Pasta|Tomato Sauce,4
T01549,2026-01-09,Value,Bread|Butter|Milk,3
T01550,2026-02-10,Premium,Cereal|Chicken|Eggs|Milk|Yogurt,5
T01551,2026-03-11,Regular,Biscuits|Chicken|Coffee|Eggs|Pasta|Tomato Sauce,6
T01552,2026-04-12,Regular,Bread|Butter,2
T01553,2026-05-13,Premium,Cheese|Chicken|Pasta|Tomato Sauce,4
T01554,2026-06-14,Premium,Bread|Butter|Chicken|Milk|Tea,5
T01555,2026-07-15,Premium,Bread|Butter|Chips|Tea,4
T01556,2026-08-16,Regular,Bread|Butter|Cheese|Pasta|Tomato Sauce,5
T01557,2026-09-17,Premium,Cheese|Pasta|Tomato Sauce,3
